ProductKey,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Revenue USD,Profit USD
661,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,Proseware,Black,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,228.0,152.45999999999998
662,Proseware Slim-Design Fax Machine with Answering System X180 Black,Proseware,Black,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers,472.0,315.62
663,Proseware High-Performance Business-Class Laser Fax X200 Black,Proseware,Black,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,744.0,497.49
664,Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,Proseware,Black,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,1603.0,1071.9099999999999
665,Proseware Photo Inkjet Printer E290 Black,Proseware,Black,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,306.0,150.0
666,Proseware Office Jet All-in-One Printer M500 Black,Proseware,Black,74.96,163.0,306,"Printers, Scanners & Fax",3,Computers,1630.0,880.4000000000001
667,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black,Proseware,Black,87.37,190.0,306,"Printers, Scanners & Fax",3,Computers,1710.0,923.67
668,Proseware Photo smart All-in-One Printer M380 Black,Proseware,Black,67.6,147.0,306,"Printers, Scanners & Fax",3,Computers,882.0,476.40000000000003
669,Proseware Wireless Photo All-in-One Printer M390 Black,Proseware,Black,86.45,188.0,306,"Printers, Scanners & Fax",3,Computers,188.0,101.55
670,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Proseware,Black,90.13,196.0,306,"Printers, Scanners & Fax",3,Computers,392.0,211.74
671,Proseware Photo Inkjet Printer M100 Grey,Proseware,Grey,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,318.0,171.76
672,Proseware Ink Jet All in one M300 Grey,Proseware,Grey,77.72,169.0,306,"Printers, Scanners & Fax",3,Computers,338.0,182.56
673,Proseware Laser Jet Printer E100 Grey,Proseware,Grey,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,79.0,38.72
674,Proseware Laser Jet Color Printer X300 Grey,Proseware,Grey,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,209.0,139.75
675,Proseware Laser Jet All in one X300 Grey,Proseware,Grey,72.56,219.0,306,"Printers, Scanners & Fax",3,Computers,876.0,585.76
676,Proseware Fax phone E100 Grey,Proseware,Grey,44.36,87.0,306,"Printers, Scanners & Fax",3,Computers,174.0,85.28
677,Proseware Fax Machine E100 Grey,Proseware,Grey,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,79.0,38.72
678,Proseware Laser Fax Printer E100 Grey,Proseware,Grey,46.39,91.0,306,"Printers, Scanners & Fax",3,Computers,364.0,178.44
679,Proseware Ink Jet Fax Machine E100 Grey,Proseware,Grey,39.77,78.0,306,"Printers, Scanners & Fax",3,Computers,780.0,382.29999999999995
680,Proseware Mobile Receipt and Document Scanner M200 Grey,Proseware,Grey,53.34,116.0,306,"Printers, Scanners & Fax",3,Computers,464.0,250.64
681,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,Proseware,Grey,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers,363.0,196.07999999999998
682,Proseware All-In-One Photo Printer M200 Grey,Proseware,Grey,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers,544.0,293.84000000000003
683,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,Proseware,Grey,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers,258.0,139.36
684,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey,Proseware,Grey,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers,480.0,259.26
685,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey",Proseware,Grey,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers,790.0,426.70000000000005
686,Proseware Duplex Scanner M200 Grey,Proseware,Grey,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers,149.0,80.48
687,Proseware High Speed Laser Fax M2000 Grey,Proseware,Grey,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,1463.0,978.25
688,Proseware Laser Fax Printer M250 Grey,Proseware,Grey,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers,944.0,509.92
689,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",Proseware,Grey,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,159.0,85.88
690,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey,Proseware,Grey,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,1368.0,914.76
691,Proseware Slim-Design Fax Machine with Answering System X180 Grey,Proseware,Grey,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers,944.0,631.24
692,Proseware High-Performance Business-Class Laser Fax X200 Grey,Proseware,Grey,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,496.0,331.65999999999997
693,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,Proseware,Grey,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,229.0,153.13
694,Proseware Photo Ink Jet Printer E290 Grey,Proseware,Grey,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,102.0,50.0
695,Proseware Office Jet All-in-One Printer M500 Grey,Proseware,Grey,74.96,163.0,306,"Printers, Scanners & Fax",3,Computers,489.0,264.12
696,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,Proseware,Grey,87.37,190.0,306,"Printers, Scanners & Fax",3,Computers,380.0,205.26
697,Proseware Photo Smart All-in-One Printer M380 Grey,Proseware,Grey,67.6,147.0,306,"Printers, Scanners & Fax",3,Computers,441.0,238.20000000000002
698,Proseware Wireless Photo All-in-One Printer M390 Grey,Proseware,Grey,86.45,188.0,306,"Printers, Scanners & Fax",3,Computers,1692.0,913.9499999999999
699,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Proseware,Grey,90.13,196.0,306,"Printers, Scanners & Fax",3,Computers,196.0,105.87
700,Proseware Photo Ink Jet Printer M100 White,Proseware,White,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,795.0,429.4
701,Proseware Ink Jet All in one M300 White,Proseware,White,77.72,169.0,306,"Printers, Scanners & Fax",3,Computers,507.0,273.84000000000003
702,Proseware Laser Jet Printer E100 White,Proseware,White,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,79.0,38.72
703,Proseware Laser Jet Color Printer X300 White,Proseware,White,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,1672.0,1118.0
704,Proseware Laser Jet All in one X300 White,Proseware,White,72.56,219.0,306,"Printers, Scanners & Fax",3,Computers,219.0,146.44
705,Proseware Fax Phone E100 White,Proseware,White,44.36,87.0,306,"Printers, Scanners & Fax",3,Computers,348.0,170.56
706,Proseware Fax Machine E100 White,Proseware,White,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers,237.0,116.16
707,Proseware Laser Fax Printer E100 White,Proseware,White,46.39,91.0,306,"Printers, Scanners & Fax",3,Computers,182.0,89.22
708,Proseware Ink Jet Fax Machine E100 White,Proseware,White,39.77,78.0,306,"Printers, Scanners & Fax",3,Computers,78.0,38.23
709,Proseware Mobile Receipt and Document Scanner M200 White,Proseware,White,53.34,116.0,306,"Printers, Scanners & Fax",3,Computers,116.0,62.66
710,Proseware Scan Jet Digital Flat Bed Scanner M300 White,Proseware,White,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers,363.0,196.07999999999998
711,Proseware All-In-One Photo Printer M200 White,Proseware,White,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers,680.0,367.3
712,Proseware Ink Jet Wireless All-In-One Printer M400 White,Proseware,White,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers,387.0,209.04
713,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,Proseware,White,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers,800.0,432.1
714,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White",Proseware,White,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers,1580.0,853.4000000000001
715,Proseware Duplex Scanner M200 White,Proseware,White,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers,298.0,160.96
716,Proseware High Speed Laser M2000 White,Proseware,White,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,1045.0,698.75
717,Proseware Laser Fax Printer M250 White,Proseware,White,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers,236.0,127.48
718,"Proseware Color Ink jet Fax, Copier, Phone M250 White",Proseware,White,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,318.0,171.76
719,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,Proseware,White,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,912.0,609.8399999999999
720,Proseware Slim-Design Fax Machine with Answering System X180 White,Proseware,White,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers,472.0,315.62
721,Proseware High-Performance Business-Class Laser Fax X200 White,Proseware,White,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,496.0,331.65999999999997
722,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,Proseware,White,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,687.0,459.39
723,Proseware Photo Ink jet Printer E290 White,Proseware,White,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,714.0,350.0
724,Proseware Office Jet All-in-One Printer M500 White,Proseware,White,74.96,163.0,306,"Printers, Scanners & Fax",3,Computers,163.0,88.04
725,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,Proseware,White,87.37,190.0,306,"Printers, Scanners & Fax",3,Computers,190.0,102.63
726,Proseware Photo Smart All-in-One Printer M380 White,Proseware,White,67.6,147.0,306,"Printers, Scanners & Fax",3,Computers,735.0,397.0
727,Proseware Wireless Photo All-in-One Printer M390 White,Proseware,White,86.45,188.0,306,"Printers, Scanners & Fax",3,Computers,1128.0,609.3
728,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Proseware,White,90.13,196.0,306,"Printers, Scanners & Fax",3,Computers,196.0,105.87
729,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,Proseware,Green,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers,121.0,65.36
730,Proseware All-In-One Photo Printer M200 Green,Proseware,Green,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers,136.0,73.46000000000001
731,Proseware Ink Jet Wireless All-In-One Printer M400 Green,Proseware,Green,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers,516.0,278.72
732,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,Proseware,Green,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers,160.0,86.42
733,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",Proseware,Green,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers,948.0,512.04
734,Proseware Duplex Scanner M200 Green,Proseware,Green,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers,298.0,160.96
735,Proseware High Speed Laser M2000 Green,Proseware,Green,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers,836.0,559.0
736,Proseware Laser Fax Printer M250 Green,Proseware,Green,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers,118.0,63.74
737,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green",Proseware,Green,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers,477.0,257.64
738,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,Proseware,Green,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,228.0,152.45999999999998
739,Proseware Slim-Design Fax Machine with Answering System X180 Green,Proseware,Green,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers,236.0,157.81
740,Proseware High-Performance Business-Class Laser Fax X200 Green,Proseware,Green,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,992.0,663.3199999999999
741,Proseware Professional Quality Plain-Paper Fax and Copier X100 Green,Proseware,Green,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,1832.0,1225.04
742,Proseware Photo Inkjet Printer E290 Green,Proseware,Green,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,816.0,400.0
743,Contoso Rechargeable Battery E100 Black,Contoso,Black,6.6,12.95,308,Computers Accessories,3,Computers,12.95,6.35
744,Contoso Dual USB Power Adapter - power adapter E300 Black,Contoso,Black,20.34,39.9,308,Computers Accessories,3,Computers,279.3,136.92000000000002
745,Contoso Car power adapter M90 Black,Contoso,Black,9.17,19.95,308,Computers Accessories,3,Computers,199.5,107.8
746,Contoso Notebook Peripheral Kit M69 Black,Contoso,Black,7.59,16.5,308,Computers Accessories,3,Computers,115.5,62.370000000000005
747,Contoso Mouse Lock Bundle E200 Black,Contoso,Black,6.6,12.95,308,Computers Accessories,3,Computers,12.95,6.35
748,Contoso Education Supplies Bundle E200 Black,Contoso,Black,6.88,13.5,308,Computers Accessories,3,Computers,13.5,6.62
749,Contoso Laptop Starter Bundle M200 Black,Contoso,Black,7.59,16.5,308,Computers Accessories,3,Computers,148.5,80.19
750,Contoso Education Essentials Bundle M300 Black,Contoso,Black,4.37,9.5,308,Computers Accessories,3,Computers,28.5,15.39
751,Contoso Desktop Alternative Bundle E200 Black,Contoso,Black,5.86,11.5,308,Computers Accessories,3,Computers,57.5,28.2
752,Contoso Power Inverter - DC to AC power inverter E900 Black,Contoso,Black,4.84,9.5,308,Computers Accessories,3,Computers,19.0,9.32
753,Contoso Smart Battery M901 Black,Contoso,Black,5.29,11.5,308,Computers Accessories,3,Computers,34.5,18.63
754,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,Contoso,Black,15.24,29.9,308,Computers Accessories,3,Computers,59.8,29.319999999999997
755,Contoso Home/Office Laptop Power Adapter E300 Black,Contoso,Black,13.0,25.5,308,Computers Accessories,3,Computers,204.0,100.0
756,Contoso USB 2.0 Dock Station docking station M800 Black,Contoso,Black,13.75,29.9,308,Computers Accessories,3,Computers,89.69999999999999,48.44999999999999
757,Contoso Enhanced Capacity Battery M800 Black,Contoso,Black,12.83,27.9,308,Computers Accessories,3,Computers,83.69999999999999,45.20999999999999
758,Contoso Connectivity Starter Kit Smart Buy M680 Black,Contoso,Black,12.83,27.9,308,Computers Accessories,3,Computers,55.8,30.139999999999997
759,Contoso 90W AC/DC Power Adapter E300 Black,Contoso,Black,6.07,11.9,308,Computers Accessories,3,Computers,23.8,11.66
760,Contoso Reserve Pen - Tablet Pen E200 Black,Contoso,Black,7.09,13.9,308,Computers Accessories,3,Computers,41.7,20.430000000000003
761,Contoso USB Data Link-direct connect adapter E600 Black,Contoso,Black,8.62,16.9,308,Computers Accessories,3,Computers,16.9,8.28
762,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,Contoso,Black,11.23,33.9,308,Computers Accessories,3,Computers,135.6,90.67999999999999
763,Contoso Digital camera accessory kit M200 Black,Contoso,Black,10.99,23.9,308,Computers Accessories,3,Computers,47.8,25.819999999999997
764,Contoso Leather Case - case for digital photo camera X20 Black,Contoso,Black,13.22,39.9,308,Computers Accessories,3,Computers,239.39999999999998,160.07999999999998
765,Contoso Lens cap E80 Black,Contoso,Black,15.27,29.95,308,Computers Accessories,3,Computers,209.65,102.76
766,Contoso Battery charger - bike E200 Black,Contoso,Black,10.15,19.9,308,Computers Accessories,3,Computers,39.8,19.499999999999996
767,Contoso USB Optical Mouse E200 Black,Contoso,Black,7.9,15.5,308,Computers Accessories,3,Computers,77.5,38.0
768,Contoso ADSL Modem Splitter/Filter X 1 E100 Black,Contoso,Black,9.13,17.9,308,Computers Accessories,3,Computers,17.9,8.769999999999998
769,Contoso ADSL Modem Splitter/Filter X 2 E200 Black,Contoso,Black,11.68,22.9,308,Computers Accessories,3,Computers,137.39999999999998,67.31999999999998
770,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,Contoso,Black,26.97,52.9,308,Computers Accessories,3,Computers,158.7,77.78999999999999
771,Contoso USB Wave Multi-media Keyboard E280 Black,Contoso,Black,8.11,15.9,308,Computers Accessories,3,Computers,47.7,23.370000000000005
772,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,Contoso,Black,6.07,11.9,308,Computers Accessories,3,Computers,11.9,5.83
773,Contoso USB Wave Multi-media Keyboard E280 Blue,Contoso,Blue,8.11,15.9,308,Computers Accessories,3,Computers,47.7,23.370000000000005
774,Contoso USB Optical Mouse E200 Blue,Contoso,Blue,7.9,15.5,308,Computers Accessories,3,Computers,31.0,15.2
775,Contoso Smart Battery M901 Blue,Contoso,Blue,5.29,11.5,308,Computers Accessories,3,Computers,11.5,6.21
776,Contoso Digital Camera Accessory kit M200 Blue,Contoso,Blue,10.99,23.9,308,Computers Accessories,3,Computers,47.8,25.819999999999997
777,Contoso Reserve Pen -Tablet Pen E200 Blue,Contoso,Blue,7.09,13.9,308,Computers Accessories,3,Computers,69.5,34.05
778,Contoso Rechargeable Battery E100 White,Contoso,White,6.6,12.95,308,Computers Accessories,3,Computers,90.64999999999999,44.449999999999996
779,Contoso Dual USB Power Adapter - power adapter E300 White,Contoso,White,20.34,39.9,308,Computers Accessories,3,Computers,199.5,97.8
780,Contoso Car power adapter M90 White,Contoso,White,9.17,19.95,308,Computers Accessories,3,Computers,139.65,75.46000000000001
781,Contoso Notebook Peripheral Kit M69 White,Contoso,White,7.59,16.5,308,Computers Accessories,3,Computers,33.0,17.82
782,Contoso Mouse Lock Bundle E200 White,Contoso,White,6.6,12.95,308,Computers Accessories,3,Computers,38.849999999999994,19.049999999999997
783,Contoso Education Supplies Bundle E200 White,Contoso,White,6.88,13.5,308,Computers Accessories,3,Computers,94.5,46.34
784,Contoso Laptop Starter Bundle M200 White,Contoso,White,7.59,16.5,308,Computers Accessories,3,Computers,82.5,44.55
785,Contoso Education Essentials Bundle M300 White,Contoso,White,4.37,9.5,308,Computers Accessories,3,Computers,19.0,10.26
786,Contoso Desktop Alternative Bundle E200 White,Contoso,White,5.86,11.5,308,Computers Accessories,3,Computers,34.5,16.919999999999998
787,Contoso Power Inverter - DC to AC power inverter E900 White,Contoso,White,4.84,9.5,308,Computers Accessories,3,Computers,28.5,13.98
788,Contoso Smart Battery M901 White,Contoso,White,5.29,11.5,308,Computers Accessories,3,Computers,92.0,49.68
789,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,Contoso,White,15.24,29.9,308,Computers Accessories,3,Computers,119.6,58.63999999999999
790,Contoso Home/Office Laptop Power Adapter E300 White,Contoso,White,13.0,25.5,308,Computers Accessories,3,Computers,153.0,75.0
791,Contoso USB 2.0 Dock Station docking station M800 White,Contoso,White,13.75,29.9,308,Computers Accessories,3,Computers,89.69999999999999,48.44999999999999
792,Contoso Enhanced Capacity Battery M800 White,Contoso,White,12.83,27.9,308,Computers Accessories,3,Computers,111.6,60.279999999999994
793,Contoso Connectivity Starter Kit Smart Buy M680 White,Contoso,White,12.83,27.9,308,Computers Accessories,3,Computers,55.8,30.139999999999997
794,Contoso 90W AC/DC Power Adapter E300 White,Contoso,White,6.07,11.9,308,Computers Accessories,3,Computers,95.2,46.64
795,Contoso Reserve Pen - Tablet Pen E200 White,Contoso,White,7.09,13.9,308,Computers Accessories,3,Computers,27.8,13.620000000000001
796,Contoso USB Data Link - direct connect adapter E600 White,Contoso,White,8.62,16.9,308,Computers Accessories,3,Computers,67.6,33.12
797,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White,Contoso,White,11.23,33.9,308,Computers Accessories,3,Computers,271.2,181.35999999999999
798,Contoso Digital camera accessory kit M200 White,Contoso,White,10.99,23.9,308,Computers Accessories,3,Computers,71.69999999999999,38.72999999999999
799,Contoso Leather Case - case for digital photo camera X20 White,Contoso,White,13.22,39.9,308,Computers Accessories,3,Computers,239.39999999999998,160.07999999999998
800,Contoso Lens cap E80 White,Contoso,White,15.27,29.95,308,Computers Accessories,3,Computers,29.95,14.68
801,Contoso Battery charger - bike E200 White,Contoso,White,10.15,19.9,308,Computers Accessories,3,Computers,19.9,9.749999999999998
802,Contoso USB Optical Mouse E200 White,Contoso,White,7.9,15.5,308,Computers Accessories,3,Computers,46.5,22.799999999999997
803,Contoso ADSL Modem Splitter/Filter X 1 E100 White,Contoso,White,9.13,17.9,308,Computers Accessories,3,Computers,89.5,43.849999999999994
804,Contoso ADSL Modem Splitter/Filter X 2 E200 White,Contoso,White,11.68,22.9,308,Computers Accessories,3,Computers,22.9,11.219999999999999
805,Contoso ADSL Modem Splitter/Filter X 3 E300 White,Contoso,White,26.97,52.9,308,Computers Accessories,3,Computers,105.8,51.86
806,Contoso USB Wave Multi-media Keyboard E280 White,Contoso,White,8.11,15.9,308,Computers Accessories,3,Computers,31.8,15.580000000000002
807,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Contoso,White,6.07,11.9,308,Computers Accessories,3,Computers,11.9,5.83
808,Contoso Rechargeable Battery E100 Grey,Contoso,Grey,6.6,12.95,308,Computers Accessories,3,Computers,38.849999999999994,19.049999999999997
809,Contoso Dual USB Power Adapter - power adapter E300 Grey,Contoso,Grey,20.34,39.9,308,Computers Accessories,3,Computers,39.9,19.56
810,Contoso Car power adapter M90 Grey,Contoso,Grey,9.17,19.95,308,Computers Accessories,3,Computers,39.9,21.56
811,Contoso Notebook Peripheral Kit M69 Grey,Contoso,Grey,7.59,16.5,308,Computers Accessories,3,Computers,49.5,26.73
812,Contoso Mouse Lock Bundle E200 Grey,Contoso,Grey,6.6,12.95,308,Computers Accessories,3,Computers,12.95,6.35
813,Contoso Education Supplies Bundle E200 Grey,Contoso,Grey,6.88,13.5,308,Computers Accessories,3,Computers,67.5,33.1
814,Contoso Laptop Starter Bundle M200 Grey,Contoso,Grey,7.59,16.5,308,Computers Accessories,3,Computers,16.5,8.91
815,Contoso Education Essentials Bundle M300 Grey,Contoso,Grey,4.37,9.5,308,Computers Accessories,3,Computers,9.5,5.13
816,Contoso Desktop Alternative Bundle E200 Grey,Contoso,Grey,5.86,11.5,308,Computers Accessories,3,Computers,57.5,28.2
817,Contoso Power Inverter - DC to AC power inverter E900 Grey,Contoso,Grey,4.84,9.5,308,Computers Accessories,3,Computers,19.0,9.32
818,Contoso Smart Battery M901 Grey,Contoso,Grey,5.29,11.5,308,Computers Accessories,3,Computers,92.0,49.68
819,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,Contoso,Grey,15.24,29.9,308,Computers Accessories,3,Computers,59.8,29.319999999999997
820,Contoso Home/Office Laptop Power Adapter E300 Grey,Contoso,Grey,13.0,25.5,308,Computers Accessories,3,Computers,25.5,12.5
821,Contoso USB 2.0 Dock Station docking station M800 Grey,Contoso,Grey,13.75,29.9,308,Computers Accessories,3,Computers,119.6,64.6
822,Contoso Enhanced Capacity Battery M800 Grey,Contoso,Grey,12.83,27.9,308,Computers Accessories,3,Computers,111.6,60.279999999999994
823,Contoso Connectivity Starter Kit Smart Buy M680 Grey,Contoso,Grey,12.83,27.9,308,Computers Accessories,3,Computers,55.8,30.139999999999997
824,Contoso 90W AC/DC Power Adapter E300 Grey,Contoso,Grey,6.07,11.9,308,Computers Accessories,3,Computers,23.8,11.66
825,Contoso Reserve Pen - Tablet Pen E200 Grey,Contoso,Grey,7.09,13.9,308,Computers Accessories,3,Computers,97.3,47.67
826,Contoso USB Data Link - direct connect adapter E600 Grey,Contoso,Grey,8.62,16.9,308,Computers Accessories,3,Computers,33.8,16.56
827,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Contoso,Grey,11.23,33.9,308,Computers Accessories,3,Computers,33.9,22.669999999999998
828,Contoso Digital camera accessory kit M200 Grey,Contoso,Grey,10.99,23.9,308,Computers Accessories,3,Computers,71.69999999999999,38.72999999999999
829,Contoso Leather Case - case for digital photo camera X20 Grey,Contoso,Grey,13.22,39.9,308,Computers Accessories,3,Computers,39.9,26.68
830,Contoso Lens cap E80 Grey,Contoso,Grey,15.27,29.95,308,Computers Accessories,3,Computers,239.6,117.44
831,Contoso Battery charger - bike E200 Grey,Contoso,Grey,10.15,19.9,308,Computers Accessories,3,Computers,19.9,9.749999999999998
832,Contoso USB Optical Mouse E200 Grey,Contoso,Grey,7.9,15.5,308,Computers Accessories,3,Computers,15.5,7.6
833,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,Contoso,Grey,9.13,17.9,308,Computers Accessories,3,Computers,143.2,70.15999999999998
834,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,Contoso,Grey,11.68,22.9,308,Computers Accessories,3,Computers,45.8,22.439999999999998
835,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,Contoso,Grey,26.97,52.9,308,Computers Accessories,3,Computers,105.8,51.86
836,Contoso USB Wave Multi-Media Keyboard E280 Grey,Contoso,Grey,8.11,15.9,308,Computers Accessories,3,Computers,79.5,38.95
837,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,Contoso,Grey,6.07,11.9,308,Computers Accessories,3,Computers,23.8,11.66
838,Contoso USB Optical Mouse E200 Gold,Contoso,Gold,7.9,15.5,308,Computers Accessories,3,Computers,46.5,22.799999999999997
839,Contoso USB Wave Multi-Media Keyboard M901 Gold,Contoso,Gold,11.91,25.9,308,Computers Accessories,3,Computers,77.69999999999999,41.969999999999985
840,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,Contoso,Gold,18.35,39.9,308,Computers Accessories,3,Computers,39.9,21.549999999999997
841,Contoso Reserve Pen - Tablet Pen E200 Gold,Contoso,Gold,7.09,13.9,308,Computers Accessories,3,Computers,13.9,6.8100000000000005
842,Contoso Bright Light battery E20 Black,Contoso,Black,13.71,26.9,308,Computers Accessories,3,Computers,53.8,26.379999999999995
843,Contoso Bright Light battery E20 blue,Contoso,Blue,13.71,26.9,308,Computers Accessories,3,Computers,26.9,13.189999999999998
844,Contoso Bright Light battery E20 Pink,Contoso,Pink,13.71,26.9,308,Computers Accessories,3,Computers,188.29999999999998,92.32999999999998
845,Contoso Bright Light battery E20 White,Contoso,White,13.71,26.9,308,Computers Accessories,3,Computers,26.9,13.189999999999998
846,Contoso Ultraportable Neoprene Sleeve E30 Black,Contoso,Black,7.95,15.6,308,Computers Accessories,3,Computers,156.0,76.5
847,Contoso Ultraportable Neoprene Sleeve E30 Pink,Contoso,Pink,7.95,15.6,308,Computers Accessories,3,Computers,46.8,22.949999999999996
848,Contoso Ultraportable Neoprene Sleeve E30 Yellow,Contoso,Yellow,7.95,15.6,308,Computers Accessories,3,Computers,15.6,7.6499999999999995
849,Contoso Ultraportable Neoprene Sleeve E30 Green,Contoso,Green,7.95,15.6,308,Computers Accessories,3,Computers,109.2,53.550000000000004
850,Contoso Laptop Keyboard X105 Black,Contoso,Black,76.5,230.9,308,Computers Accessories,3,Computers,692.7,463.20000000000005
851,Contoso Laptop Keyboard X105 White,Contoso,White,76.5,230.9,308,Computers Accessories,3,Computers,461.8,308.8
852,Contoso Laptop Keyboard X105 Brown,Contoso,Brown,76.5,230.9,308,Computers Accessories,3,Computers,692.7,463.20000000000005
853,Contoso Laptop Keyboard X105 Silver,Contoso,Silver,76.5,230.9,308,Computers Accessories,3,Computers,230.9,154.4
854,Contoso Multimedia Speakers M25 Brown,Contoso,Brown,59.32,129.0,308,Computers Accessories,3,Computers,903.0,487.76
855,Contoso Multimedia Speakers M25 Blue,Contoso,Blue,59.32,129.0,308,Computers Accessories,3,Computers,129.0,69.68
856,Contoso Multimedia Speakers M25 Black,Contoso,Black,59.32,129.0,308,Computers Accessories,3,Computers,258.0,139.36
857,Contoso Multimedia Speakers M25 White,Contoso,White,59.32,129.0,308,Computers Accessories,3,Computers,258.0,139.36
